lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
72,1,146.7,7,27,4,2,0,0,3,1
139,0,68.0,11,16,4,4,2,0,0,0
2,1,134.0,10,5,4,1,0,3,0,1
109,0,159.9,10,29,4,1,2,0,5,0
142,0,85.5,6,28,4,2,0,3,0,0
0,0,66.13,9,4,3,2,1,0,0,1
1,1,89.0,4,7,4,1,0,3,0,1
0,4,0.0,8,4,1,1,0,0,6,1
96,1,121.8,4,10,4,1,2,0,0,1
65,1,89.2,10,16,4,1,0,0,0,1
0,0,70.0,2,26,3,2,1,0,0,1
139,1,107.87,8,22,4,5,2,0,0,1
1,0,89.0,5,9,4,1,1,3,0,1
41,0,89.0,5,24,2,1,0,0,0,0
38,2,88.4,11,19,4,2,2,0,0,1
0,1,0.0,2,10,1,1,0,0,5,1
98,2,79.2,11,26,4,1,1,3,0,0
63,0,126.9,5,15,4,1,2,0,0,0
186,1,106.25,8,26,4,2,2,0,0,0
146,1,94.5,7,27,4,3,0,3,0,1
80,1,85.5,4,13,4,1,0,3,0,1
156,0,151.2,10,6,4,3,0,0,3,0
194,1,76.85,7,9,4,1,2,0,1,1
13,1,151.0,8,6,4,1,0,0,0,1
20,4,196.67,11,11,4,4,2,0,5,1
96,0,119.85,5,7,4,3,2,0,0,0
0,0,0.0,8,11,1,2,0,0,0,1
34,1,170.4,10,8,4,1,2,0,3,0
82,2,98.25,9,5,4,1,0,0,0,1
0,0,109.0,3,5,4,1,0,0,0,1
18,0,85.0,2,22,4,0,1,0,0,1
49,2,83.8,12,8,4,3,1,3,0,1
10,0,43.5,11,14,3,2,2,0,0,1
9,0,221.0,5,11,4,4,0,0,5,0
17,1,135.0,9,25,4,2,2,0,0,1
118,1,110.0,6,6,3,3,1,0,0,1
5,0,135.5,9,19,4,1,1,0,0,1
49,1,94.5,9,18,4,2,1,0,0,0
10,1,131.0,4,22,4,1,0,0,0,1
0,0,81.0,8,6,4,1,0,3,0,1
95,1,104.4,10,27,4,3,0,0,3,1
72,1,140.4,5,1,4,1,2,0,3,0
38,0,168.3,8,17,4,1,0,0,3,1
12,0,75.0,10,6,3,3,0,0,3,1
74,2,127.8,12,10,4,1,0,1,0,1
50,2,97.2,10,9,4,0,1,3,0,1
175,2,112.5,7,23,4,1,1,0,0,0
8,2,108.67,11,24,4,3,0,0,0,1
215,0,67.26,11,30,4,4,0,0,1,0
57,1,78.3,3,12,4,1,2,0,0,1
107,1,81.76,5,5,4,3,1,0,0,1
18,0,91.0,2,12,4,2,1,0,0,1
88,0,106.25,10,22,3,4,2,1,0,1
19,0,85.0,10,2,3,0,2,0,0,1
327,0,88.0,9,9,3,4,2,1,0,1
4,2,67.58,12,20,4,4,0,3,0,1
145,1,90.95,6,30,4,3,1,0,0,1
52,1,150.9,8,27,4,1,2,0,3,0
5,2,160.0,10,17,4,4,1,0,0,1
45,0,101.38,11,1,4,8,2,0,0,0
80,1,160.65,10,28,4,2,2,0,5,0
43,1,109.49,6,18,4,1,0,0,3,1
221,1,72.75,8,12,4,2,2,0,3,1
15,1,139.0,8,31,4,4,0,0,0,1
149,1,99.45,7,23,4,4,2,0,0,1
183,1,98.25,7,4,4,3,1,3,0,0
3,1,98.0,1,22,4,2,0,0,0,1
127,2,94.78,8,27,3,1,2,0,3,0
55,1,142.2,8,30,4,3,0,0,3,1
88,1,136.06,11,7,4,3,1,0,0,0
206,1,127.47,6,9,4,5,2,0,3,0
68,0,118.8,4,10,4,0,2,0,3,0
26,0,108.0,10,12,3,3,1,3,3,1
54,2,89.1,10,29,4,1,1,3,0,1
145,1,116.45,7,30,4,2,2,0,3,1
57,1,89.1,10,30,4,0,2,3,0,1
41,0,85.6,6,28,3,1,0,0,0,1
1,0,6.0,12,23,4,3,0,0,1,1
13,1,75.0,8,7,4,1,0,0,0,1
15,1,109.0,5,31,4,3,0,3,0,1
69,0,198.9,5,7,4,1,2,0,5,1
4,1,103.0,7,1,2,1,0,0,3,1
34,1,161.5,11,6,4,3,2,0,0,1
38,0,140.4,5,13,4,2,1,0,3,0
70,1,85.0,7,11,3,5,1,0,0,1
42,1,76.05,3,22,3,3,0,0,0,1
9,0,150.07,11,26,4,1,2,0,5,1
18,0,91.38,12,8,4,3,1,0,0,1
1,0,92.0,1,3,4,1,2,0,0,1
91,0,116.1,6,18,4,1,1,3,0,0
5,1,67.0,11,7,2,0,1,0,0,1
7,0,90.0,4,13,3,1,0,0,0,1
56,1,59.0,2,8,3,4,1,0,0,1
37,0,90.0,9,8,3,2,0,0,0,1
320,0,115.0,8,18,4,2,0,1,0,0
4,2,97.0,1,2,4,1,1,0,0,1
2,0,65.0,7,29,2,1,0,0,0,1
237,0,128.4,10,13,4,3,0,0,3,0
142,0,130.05,7,12,4,5,0,0,3,0
51,1,79.2,12,9,4,2,0,3,0,1
3,0,110.0,10,27,0,2,0,0,3,1
87,0,74.15,4,14,4,1,0,0,0,0
66,1,85.0,2,8,3,2,1,0,0,1
256,0,106.2,6,28,4,3,0,0,0,0
152,0,132.9,6,10,4,2,1,0,3,0
18,2,158.0,12,30,4,2,0,0,0,1
4,0,0.0,2,23,4,2,0,0,0,1
7,2,205.0,10,7,4,2,1,0,3,1
16,1,81.0,11,6,4,2,0,0,0,1
152,0,94.05,10,23,4,2,2,3,0,0
192,1,99.45,8,18,4,5,2,0,0,0
17,1,151.0,6,30,4,3,0,0,0,0
22,2,107.0,10,6,4,4,0,0,0,1
93,0,63.75,3,15,3,4,0,3,0,1
2,1,109.0,2,8,4,0,1,0,0,1
7,1,126.0,3,23,4,4,0,3,0,1
85,0,73.95,3,17,4,3,2,0,0,1
161,1,66.53,6,28,4,7,2,0,0,1
11,0,129.5,12,30,4,4,0,0,3,1
241,1,150.45,10,7,4,3,2,0,3,0
37,1,104.0,12,7,4,3,0,0,0,1
88,1,68.0,7,18,4,2,2,0,0,0
9,0,148.0,12,31,4,1,1,0,3,1
195,0,75.0,4,10,3,1,2,0,3,1
30,1,80.47,11,4,4,1,0,3,0,0
3,0,65.0,11,21,2,0,1,0,0,0
140,0,80.75,6,15,3,4,0,0,0,1
2,1,119.0,3,22,4,1,0,0,0,1
6,2,197.0,5,26,4,1,0,0,4,1
4,0,110.0,9,11,0,1,2,0,3,1
75,1,149.4,8,12,4,3,2,0,3,1
32,1,216.9,8,13,4,1,0,0,5,0
102,1,99.0,7,8,4,6,2,3,0,1
266,2,86.7,10,30,4,2,2,0,0,1
18,0,150.0,6,17,4,2,0,0,0,0
207,1,62.54,10,28,4,2,2,3,0,1
9,2,0.0,9,11,1,0,1,0,6,1
1,0,110.0,9,2,0,5,2,0,0,1
14,1,72.0,5,18,3,4,0,0,0,1
6,0,70.0,8,5,3,4,2,0,0,1
11,0,95.0,3,10,4,2,0,3,0,1
5,0,0.0,8,24,1,1,0,0,0,1
43,2,123.3,9,2,4,2,1,0,3,1
10,1,135.5,10,5,4,3,1,0,0,1
42,0,131.4,3,22,4,1,0,0,3,1
221,0,187.0,7,2,4,2,2,0,5,0
205,0,90.95,7,22,4,3,2,0,0,0
25,1,66.22,2,16,4,2,0,0,0,1
0,1,0.0,5,4,1,1,0,0,6,1
151,1,88.01,10,6,4,3,2,0,0,1
71,0,75.0,11,25,3,2,0,0,0,1
49,0,106.25,5,19,3,5,2,1,0,1
131,0,94.5,5,12,4,2,0,3,0,0
38,1,121.95,4,25,4,3,1,0,0,1
19,1,73.9,1,30,4,1,0,0,0,1
125,0,155.7,8,12,4,2,1,0,3,1
89,0,116.1,8,29,4,1,1,3,0,1
13,2,114.0,11,16,4,1,0,0,0,1
2,1,103.0,11,23,4,1,0,0,0,1
46,0,198.9,5,14,4,1,1,0,5,0
153,2,80.75,6,30,4,3,1,3,0,1
5,0,88.8,12,10,4,1,0,0,0,1
196,0,139.5,8,21,4,0,2,1,0,0
10,0,85.0,9,3,3,3,1,0,0,1
188,2,85.5,10,27,4,3,0,3,0,0
255,0,106.0,11,7,2,2,1,0,4,0
43,0,140.4,5,14,4,1,0,0,3,0
106,0,108.3,5,3,4,3,0,0,0,0
0,1,0.0,9,9,1,1,0,0,3,1
146,0,37.5,12,29,3,3,0,0,0,1
110,0,120.0,10,9,3,0,1,0,0,0
308,2,78.3,11,23,4,3,0,0,0,0
156,0,121.5,8,23,4,2,0,0,0,0
30,4,168.3,7,7,4,4,2,0,3,1
10,1,153.0,8,20,4,1,0,3,5,1
30,1,74.8,11,29,4,4,0,3,0,1
25,0,167.0,4,6,4,3,0,0,3,0
64,0,103.5,7,25,4,0,1,3,0,1
3,0,0.0,10,12,1,1,1,0,6,1
138,1,90.95,4,20,4,4,0,0,0,0
172,0,125.1,10,4,4,3,0,0,0,0
162,0,60.0,9,17,3,3,0,0,0,0
14,0,142.0,4,15,4,2,0,0,3,0
6,0,115.0,6,8,4,1,0,0,0,1
116,0,90.38,2,28,3,5,3,0,0,1
31,0,118.5,6,20,3,1,1,0,0,1
7,1,65.0,12,27,2,2,0,0,0,1
87,0,76.5,8,13,4,3,2,0,0,0
140,0,167.45,8,1,4,4,1,0,5,0
1,0,98.0,3,5,4,1,0,3,0,1
9,0,56.0,3,2,2,2,0,0,0,1
0,0,137.0,6,28,4,1,0,3,0,1
6,3,122.48,12,30,4,2,2,0,0,1
40,2,98.1,3,10,4,3,1,0,0,1
1,1,89.0,4,16,4,2,2,3,0,1
58,0,125.1,9,8,4,1,0,3,0,0
100,0,100.0,9,28,4,4,0,0,0,0
0,0,66.0,1,19,2,1,0,0,0,1
179,0,82.18,8,26,4,2,2,0,0,0
5,1,106.68,11,6,4,3,2,3,0,1
18,1,65.0,6,20,2,0,1,0,0,1
10,1,65.0,6,27,2,0,1,0,0,1
170,2,114.75,8,3,4,5,2,0,0,0
1,1,98.56,5,10,4,3,0,0,0,1
113,2,92.94,7,5,4,5,1,0,3,1
26,1,89.0,2,3,4,4,0,0,0,1
19,2,124.0,9,19,4,1,0,0,0,1
13,1,65.0,6,14,2,3,0,0,0,1
186,0,125.1,10,2,4,5,2,0,0,0
27,1,139.0,10,5,4,2,0,0,0,1
103,0,88.4,12,18,4,2,2,0,0,0
3,0,99.0,8,17,2,3,1,0,0,0
0,0,0.0,9,17,1,1,0,0,0,1
30,1,113.4,11,18,4,3,0,0,0,1
12,0,76.29,12,3,4,2,2,3,0,1
3,1,131.0,4,27,4,2,0,0,0,1
239,1,128.7,10,28,4,2,0,0,0,0
0,0,101.18,7,23,4,1,0,0,0,1
179,3,90.9,10,27,4,3,1,0,0,1
1,0,86.0,2,25,4,1,0,0,0,1
224,0,97.75,8,8,3,2,1,1,0,0
10,0,97.0,3,11,4,2,1,3,0,1
159,0,144.0,9,19,3,2,1,0,0,0
12,0,67.0,10,12,2,1,0,0,0,1
0,1,115.0,5,23,3,0,1,0,0,1
59,2,123.3,3,28,4,0,1,0,3,1
191,0,69.0,3,30,3,4,1,0,3,1
72,0,74.8,12,19,4,3,1,3,0,0
4,1,149.38,9,22,4,1,0,0,3,1
72,1,93.6,12,23,4,2,1,0,0,1
190,4,132.6,9,2,4,4,2,0,3,1
1,2,45.0,4,28,3,1,0,0,0,1
47,1,94.5,10,13,4,4,0,0,0,1
15,0,177.0,4,29,4,2,0,0,3,0
1,1,66.22,2,1,4,0,1,0,0,1
75,2,128.7,4,7,4,3,0,0,0,1
39,0,60.1,2,29,4,2,1,0,0,1
53,2,177.3,4,21,4,3,0,0,5,1
34,0,56.16,12,17,4,1,1,3,0,1
45,0,109.49,6,18,4,1,1,0,3,0
3,2,88.0,12,15,4,1,0,0,0,1
8,1,171.0,8,8,4,0,1,0,0,1
4,0,122.4,9,20,4,1,0,3,0,1
29,1,150.06,11,9,4,4,0,0,0,1
6,1,149.0,9,16,4,1,0,3,0,1
26,2,182.0,4,13,4,1,0,0,3,1
107,1,132.6,5,26,4,3,2,0,3,1
3,0,159.0,5,19,2,1,0,0,4,1
128,1,126.9,6,6,4,2,1,0,0,1
86,1,137.7,7,14,4,3,0,0,3,1
5,1,96.0,12,13,4,1,0,0,0,1
88,1,132.3,10,2,4,0,2,0,3,0
38,0,69.44,2,20,4,3,2,0,3,0
30,1,114.0,11,18,4,2,1,0,3,1
17,0,102.33,4,2,4,1,2,3,0,0
5,2,161.0,11,25,4,1,0,0,3,1
110,1,121.59,5,13,4,2,0,0,3,1
122,2,76.5,7,13,4,0,1,0,0,0
147,0,106.2,6,1,4,3,0,0,0,0
212,0,128.7,10,17,4,1,1,0,3,0
26,2,122.0,9,4,4,0,1,0,0,1
6,1,140.0,5,23,4,1,1,0,0,1
24,2,81.0,3,8,4,3,0,3,0,1
6,0,116.0,12,10,3,2,0,1,0,1
359,0,70.0,10,14,3,3,2,0,0,1
56,1,119.75,3,20,4,2,2,0,3,1
45,1,94.5,4,13,4,2,0,3,0,1
99,1,97.71,5,22,4,1,2,0,0,1
4,1,111.2,9,22,3,3,0,0,0,1
23,0,79.2,11,24,4,3,1,3,0,0
93,2,72.25,12,3,4,3,1,0,0,1
81,0,75.0,4,29,3,2,1,0,0,1
130,0,144.5,12,23,4,2,2,0,5,1
32,0,58.0,1,25,3,2,1,0,0,1
178,0,106.0,8,22,2,3,1,0,4,0
97,1,76.5,4,2,4,1,0,3,0,1
23,1,119.0,9,26,4,3,1,3,0,0
7,0,89.89,12,2,4,2,2,0,0,1
1,0,169.33,10,9,4,2,1,0,0,1
104,0,79.2,11,1,4,5,0,3,0,0
94,1,69.1,4,12,4,5,2,0,0,1
39,2,94.5,10,12,4,3,1,0,0,1
205,1,95.5,10,20,4,3,0,0,0,0
156,1,134.58,8,16,4,7,2,1,0,0
98,2,99.0,11,3,4,3,0,0,0,0
10,1,161.33,7,7,4,3,0,0,3,1
32,0,137.52,9,13,4,5,2,0,4,0
1,0,85.0,12,10,2,1,0,0,0,1
116,2,117.06,6,16,4,5,2,0,0,1
13,1,90.95,11,8,4,5,2,0,0,1
52,2,159.3,5,28,4,1,1,0,3,1
24,0,60.56,12,5,2,3,2,0,0,1
9,1,89.0,3,29,4,2,0,3,0,1
46,0,72.0,11,21,3,5,1,0,0,1
28,0,95.0,5,19,2,2,0,0,0,0
54,0,161.1,7,4,4,3,1,1,0,1
13,2,80.0,8,18,4,2,0,0,0,1
13,0,170.0,11,8,2,2,0,0,0,1
3,1,67.0,6,20,2,1,1,0,0,1
227,2,102.85,10,4,4,5,0,0,0,0
105,0,88.12,3,20,4,4,2,0,3,1
149,0,92.03,7,28,3,3,0,0,3,1
132,2,114.75,7,13,4,4,2,0,0,1
106,1,84.58,7,13,3,4,0,0,0,1
17,1,140.0,10,19,4,4,0,3,0,1
27,1,150.0,11,12,4,1,2,0,3,1
45,1,46.9,2,6,4,2,2,3,0,1
26,0,67.87,3,3,4,3,0,3,0,1
8,0,85.0,2,16,4,1,0,0,0,1
200,1,90.95,7,15,4,7,3,0,0,0
56,2,177.3,7,19,4,2,0,0,5,1
37,1,119.0,10,27,4,3,0,0,0,1
135,1,99.9,5,6,4,2,0,0,0,1
124,0,114.3,8,8,4,4,1,0,0,0
5,1,67.0,9,27,2,3,0,0,0,1
58,0,60.0,11,18,3,4,0,0,3,1
247,0,111.0,6,6,3,1,1,1,0,0
26,0,91.0,2,19,4,2,0,0,0,0
2,1,65.0,12,14,2,2,0,0,0,1
0,1,66.0,3,7,2,1,1,0,0,1
111,1,196.35,12,25,4,2,2,1,5,0
119,2,151.2,10,16,4,3,2,0,3,1
59,1,67.91,11,21,4,1,1,0,0,0
235,0,106.25,10,27,4,3,1,0,0,0
288,0,67.25,12,22,4,5,2,0,1,0
1,0,79.0,1,20,4,2,0,3,0,1
277,4,60.29,11,13,4,1,2,0,0,1
163,2,126.9,9,12,4,2,1,0,0,0
134,0,105.3,5,5,4,2,0,0,0,0
39,1,138.06,4,24,4,3,2,0,3,0
0,0,65.0,5,4,2,1,0,0,0,1
10,0,109.0,3,17,4,3,0,0,0,0
7,1,97.0,5,16,4,0,1,0,0,1
135,0,90.0,11,2,4,4,1,0,0,0
61,0,60.0,11,28,3,1,2,0,3,1
13,2,89.0,1,15,4,2,0,0,0,1
7,1,119.0,4,22,4,2,0,3,0,0
6,1,108.0,12,12,4,0,1,0,0,1
18,2,69.0,12,1,4,2,0,0,0,1
34,2,117.0,9,25,4,1,2,0,0,1
91,1,90.95,4,25,4,3,1,0,0,1
76,1,93.6,11,3,4,3,0,0,0,0
201,3,82.28,11,1,4,4,0,0,0,1
91,2,121.5,10,7,4,1,0,0,0,0
15,0,0.0,12,17,1,2,0,0,6,1
116,1,113.09,9,29,4,5,2,0,1,1
209,0,106.25,8,21,4,5,2,0,0,0
70,0,59.5,3,28,3,2,1,0,0,1
241,1,95.0,7,3,4,1,2,3,0,1
16,1,141.0,3,29,4,4,0,0,0,1
44,0,131.4,11,21,4,0,1,0,4,1
0,1,115.0,6,7,4,1,0,0,0,1
8,2,140.0,4,27,4,3,0,0,0,1
223,1,92.28,9,29,4,3,1,0,0,1
52,3,99.0,8,28,4,0,1,3,0,1
76,1,69.3,4,21,4,1,0,3,0,1
30,3,74.8,11,26,4,2,2,3,0,1
142,1,95.79,8,21,4,3,2,0,1,1
86,0,85.5,4,14,4,3,0,3,0,0
43,1,99.41,8,8,4,2,1,0,0,1
35,1,140.4,4,30,4,1,2,0,3,1
0,0,134.0,7,24,4,0,2,3,0,1
19,0,151.2,9,26,4,1,1,0,4,1
38,0,149.68,5,6,4,3,2,1,0,0
15,0,125.67,4,29,4,2,1,3,0,0
10,0,120.8,8,13,4,1,2,0,0,1
216,3,83.83,10,23,4,3,2,0,1,1
75,0,108.45,3,22,4,4,0,0,3,1
12,1,95.0,9,14,2,2,0,3,0,1
101,0,150.3,8,24,4,4,0,0,3,0
236,0,89.0,8,2,2,5,0,0,0,1
68,1,137.4,6,3,4,2,1,0,3,1
45,1,106.2,4,28,4,1,0,0,0,1
0,1,161.0,5,20,4,1,0,0,0,1
1,1,126.0,10,5,4,0,1,0,0,0
0,1,96.0,12,22,4,1,0,0,0,1
36,2,135.9,7,9,4,1,2,0,0,1
219,0,92.65,10,6,4,3,1,3,0,0
135,1,94.5,8,23,4,5,0,0,0,0
73,0,76.5,4,3,4,1,2,3,0,0
96,2,178.65,8,12,4,2,1,1,0,1
33,1,67.5,8,5,4,4,0,0,1,0
0,0,88.0,8,8,4,3,2,0,0,1
5,2,106.21,11,10,4,4,2,3,0,1
0,2,45.0,4,28,3,1,0,0,0,1
54,1,78.3,2,26,4,2,0,0,0,1
353,0,73.74,12,29,4,3,1,0,1,0
1,1,232.5,11,6,4,0,2,0,3,1
81,1,65.0,3,25,3,2,1,0,0,1
7,2,177.0,5,22,4,1,2,0,3,1
135,2,119.85,6,16,4,3,1,0,0,1
1,1,81.0,8,7,4,2,0,3,0,1
12,1,77.25,12,24,4,2,0,0,1,1
11,0,111.35,6,2,4,1,0,0,0,0
134,0,146.7,8,7,4,0,1,0,3,0
0,1,97.0,8,19,4,2,0,3,0,1
40,1,67.5,2,14,4,1,2,3,0,0
123,0,93.9,4,29,4,2,1,0,0,0
31,1,94.5,9,15,4,2,0,0,0,1
27,0,112.8,5,18,3,1,0,0,0,1
107,0,103.5,7,7,4,3,0,3,0,0
115,0,75.0,5,28,3,1,2,0,0,1
1,2,215.0,9,24,4,1,0,0,5,1
0,1,50.0,3,17,2,1,0,0,0,1
2,1,162.0,1,29,4,2,0,1,0,1
29,2,101.52,3,5,4,3,2,0,3,1
0,0,111.2,5,5,2,1,0,0,0,1
37,0,107.1,3,31,4,4,2,3,0,0
5,0,93.0,2,27,4,1,0,0,0,1
6,2,104.5,9,7,4,1,1,0,0,1
95,0,120.0,6,14,3,3,0,0,0,0
18,0,149.0,6,12,4,1,2,1,0,1
39,0,120.6,4,20,4,4,1,0,3,0
153,0,116.1,9,4,4,0,2,3,0,0
6,1,152.0,4,16,4,1,1,0,3,1
118,0,80.75,5,26,3,2,0,0,0,1
13,0,64.0,2,26,3,2,0,0,0,1
5,1,79.0,2,12,4,2,0,3,0,1
31,0,26.35,4,23,3,4,2,0,3,0
69,1,118.8,4,22,4,2,1,0,3,1
73,1,94.0,4,3,4,1,2,3,0,1
178,0,88.77,8,27,4,1,1,0,1,0
45,0,82.98,9,8,4,5,0,0,0,1
25,1,119.0,10,20,4,3,0,3,0,1
30,0,60.0,1,6,3,4,1,0,0,1
60,0,84.45,3,5,4,3,2,0,3,1
102,2,48.67,1,3,3,1,2,0,3,1
85,0,98.0,12,3,4,1,1,0,0,1
103,0,94.5,7,18,3,1,2,1,0,1
184,0,137.28,9,22,4,3,2,0,3,0
68,1,87.3,9,7,4,1,0,3,0,0
1,0,91.0,2,19,2,1,0,0,0,1
18,2,89.0,9,11,4,0,1,3,0,1
257,1,67.15,12,26,4,4,1,3,0,0
6,2,95.33,8,14,4,2,1,0,0,1
170,1,96.3,6,28,4,3,0,0,0,1
1,0,65.0,11,19,2,1,0,0,0,1
20,1,115.0,6,22,4,2,0,0,0,1
3,1,132.0,6,15,4,3,0,3,0,1
4,1,0.0,2,27,1,0,0,0,0,1
72,1,96.3,4,2,4,1,1,0,3,1
102,0,108.0,10,2,4,1,2,3,0,0
23,1,108.67,12,8,4,3,0,0,0,1
37,1,95.4,3,14,4,3,1,0,3,0
71,0,126.9,6,9,4,1,0,0,0,0
11,1,141.0,6,18,4,1,2,0,0,1
120,0,79.05,3,27,4,3,2,0,0,0
11,2,90.0,8,28,4,1,0,0,0,1
26,2,99.17,11,12,4,4,2,0,3,1
44,0,75.0,7,8,2,1,0,0,0,1
13,2,126.0,10,19,4,1,1,0,0,1
5,0,108.0,1,28,4,3,1,0,3,1
149,0,118.8,8,20,4,1,2,0,3,0
58,1,102.6,12,9,4,2,0,0,0,1
6,2,109.0,9,14,4,2,1,0,0,1
118,2,121.55,6,27,4,3,1,0,0,1
168,0,85.0,4,22,4,2,1,0,0,0
56,1,93.6,12,9,4,2,1,0,0,1
12,0,63.37,1,10,4,1,2,0,0,1
31,0,70.0,2,4,2,2,0,0,0,0
21,1,125.0,8,28,4,1,2,0,0,1
5,0,76.58,11,10,4,4,0,0,3,1
147,0,55.96,8,10,4,3,1,0,0,1
234,0,105.04,9,12,4,5,2,0,0,0
35,1,135.9,8,15,4,3,1,0,0,1
36,0,102.6,10,13,4,1,0,3,0,0
36,0,92.88,5,22,3,0,2,3,0,0
3,0,166.25,9,26,2,1,1,0,4,1
19,0,107.0,9,11,3,1,2,0,3,1
52,0,37.33,12,5,3,1,2,0,0,1
20,1,110.15,5,29,4,3,2,0,0,1
0,1,88.0,12,5,4,0,1,3,0,1
19,1,104.0,12,5,4,2,1,0,0,1
79,1,119.0,11,30,4,4,0,0,3,0
2,0,89.0,3,30,4,1,0,3,0,1
61,1,91.0,10,4,3,0,2,0,0,1
30,1,77.86,11,23,4,4,0,0,1,0
36,1,88.0,12,9,4,2,1,3,0,1
35,1,200.0,9,26,4,1,1,0,0,1
20,1,89.0,6,26,4,0,1,3,0,1
48,1,86.3,2,27,4,1,2,0,0,1
3,1,109.0,3,11,4,1,0,0,0,1
40,0,126.9,5,7,4,1,0,0,0,1
13,0,95.0,4,19,0,4,0,0,0,1
1,2,206.0,5,20,4,1,0,0,3,1
29,0,139.6,5,20,4,2,1,0,3,0
127,1,63.75,8,16,3,1,2,0,0,0
6,0,65.0,11,24,2,1,0,0,0,1
6,2,104.0,8,17,4,5,1,0,0,1
64,2,150.45,5,9,4,3,1,0,0,1
122,1,89.25,10,25,4,2,2,0,0,1
129,2,80.75,5,13,3,2,1,0,0,1
161,2,108.8,10,2,4,3,2,0,0,0
21,0,95.0,4,28,0,8,3,0,0,1
76,1,90.95,4,10,4,2,2,0,0,1
282,0,77.0,11,12,3,1,2,0,0,1
192,1,94.5,8,9,4,3,0,0,0,0
94,3,72.25,12,4,4,2,1,0,0,1
5,0,63.1,1,15,4,2,0,3,0,1
42,0,140.58,8,25,4,3,2,0,3,1
242,0,108.8,9,10,4,2,2,0,3,0
137,0,100.8,8,23,4,4,0,0,0,0
12,1,145.0,7,11,4,1,1,0,0,1
9,1,71.84,3,1,4,3,0,0,0,1
4,0,118.0,3,5,4,1,2,0,3,0
40,0,64.15,12,26,4,3,2,0,0,1
26,1,95.96,10,31,4,5,2,0,0,1
120,2,92.87,8,18,4,3,2,0,3,1
138,1,79.2,11,22,4,2,0,3,0,1
37,0,116.1,5,13,4,1,0,3,0,0
1,0,91.1,1,13,4,4,0,0,3,1
86,0,122.0,12,8,4,3,0,0,0,0
0,0,65.0,8,3,2,2,1,0,0,1
151,0,198.59,8,19,4,3,2,0,1,0
230,0,109.65,9,18,4,2,2,3,0,0
96,1,67.5,2,13,4,1,1,0,0,1
11,1,102.0,1,27,4,2,0,0,0,1
76,1,89.7,11,14,4,3,1,0,0,1
135,1,92.28,6,14,4,4,0,0,0,0
59,1,81.3,3,17,4,3,0,3,0,1
42,0,60.0,11,2,3,4,1,0,3,1
39,0,72.0,11,19,3,1,2,0,0,1
202,1,40.0,11,6,2,2,2,0,0,1
4,0,80.0,8,29,3,1,1,0,0,1
3,0,65.0,10,18,2,0,2,0,0,1
52,1,120.7,12,3,4,3,2,1,0,1
33,2,95.0,10,17,4,4,2,0,1,1
36,3,0.0,7,20,4,0,0,0,5,1
268,2,67.5,12,16,4,2,1,3,0,0
54,0,180.68,4,28,4,3,1,1,0,0
44,0,116.0,4,13,4,4,0,3,0,0
70,1,79.5,10,31,4,2,1,3,0,1
41,1,121.73,4,28,4,3,1,0,0,1
73,1,117.64,7,1,3,5,2,0,3,1
36,2,104.0,12,7,4,4,2,0,0,1
1,0,119.0,3,28,4,0,1,0,0,1
4,1,2.0,3,23,4,1,0,0,0,1
63,0,168.3,8,9,4,3,0,0,3,1
48,0,75.0,11,13,3,0,2,0,0,1
70,0,93.6,11,4,4,2,1,0,0,0
31,1,89.3,2,5,4,1,0,0,0,1
147,1,118.15,5,27,4,2,2,0,3,1
32,1,126.9,5,8,4,1,2,0,0,1
13,0,118.0,2,28,4,3,2,0,3,1
0,1,147.5,7,6,4,4,0,0,0,1
185,0,95.4,11,15,4,3,0,0,3,0
14,2,159.33,6,12,4,1,2,0,3,1
12,0,75.0,1,15,4,2,2,3,0,1
44,0,212.42,3,18,4,3,2,1,5,0
111,3,154.5,9,23,4,2,1,0,0,1
42,1,171.9,6,23,4,1,0,0,5,0
129,0,120.6,7,31,4,3,2,0,3,0
39,0,134.1,3,25,4,2,2,0,0,0
110,0,80.0,10,9,4,1,2,0,0,0
52,0,140.4,5,28,4,2,2,0,3,0
13,1,77.14,11,20,4,2,2,3,0,0
1,0,0.0,11,5,1,2,0,0,0,1
5,1,109.0,3,14,4,3,1,0,0,1
17,1,133.0,9,21,4,3,1,0,0,1
75,0,65.0,6,15,2,1,0,0,0,1
30,1,140.6,3,6,4,1,2,1,3,1
125,0,138.3,12,27,4,3,0,0,3,0
7,0,251.5,9,25,4,5,3,0,5,0
37,0,65.0,5,8,2,0,1,0,0,1
7,1,81.0,3,2,4,1,0,3,0,1
3,0,195.0,9,26,4,0,1,3,4,1
116,0,89.25,5,15,4,3,2,3,0,0
20,1,134.0,4,9,4,2,2,0,3,1
61,0,60.0,11,21,3,2,2,0,3,1
22,2,112.25,8,28,4,2,2,3,0,1
2,2,89.5,12,18,4,0,1,0,0,1
74,1,63.75,11,17,4,3,0,0,0,0
49,3,94.32,9,3,4,3,2,3,0,1
38,1,81.9,3,8,4,4,0,0,0,0
65,3,149.4,9,15,4,5,2,0,3,1
116,0,72.0,2,28,3,2,2,0,0,0
14,0,87.12,5,31,4,3,0,0,0,1
84,2,121.5,7,15,4,2,0,0,0,1
49,2,116.1,5,8,4,0,2,3,0,1
